Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt,Habitat_Source,Source_Sheet,Month,Month_Name,Season,Start_Hour,Sky_Clean,Distance_Clean,Distance_Rank,Wind_Category,Disturbance_Level,Interval_Mid_Min,At_Risk
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,08:03:00,08:13:00,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,18.1,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Light Air,None,1.25,False
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,08:03:00,08:13:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,18.1,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Light Air,None,1.25,False
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,08:03:00,08:13:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,18.1,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Light Air,None,6.25,True
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,08:03:00,08:13:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,88306.0,HOWR,False,False,18.1,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Light Air,None,8.75,False
ANTI,,,ANTI-0119,Grassland,2018,2018-05-24,08:03:00,08:13:00,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,18.1,91.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,False
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,8.75,False
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,True
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,True
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,True
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,True
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,3.75,False
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,8.75,False
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,8.75,True
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,6.25,False
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,True
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,True
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,16.2,90.5,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,7,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,88306.0,HOWR,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,True
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,American Redstart,Setophaga ruticilla,178979.0,92746.0,AMRE,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,Slight,3.75,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Warbling Vireo,Vireo gilvus,179023.0,93589.0,WAVI,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,3.75,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,3.75,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,3.75,True
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,3.75,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Baltimore Oriole,Icterus galbula,179083.0,93655.0,BAOR,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,6.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,Slight,6.25,False
ANTI,,,ANTI-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,22.8,76.0,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,Slight,6.25,True
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,None,6.25,False
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,None,3.75,False
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,None,3.75,False
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,None,1.25,False
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,None,1.25,True
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,None,1.25,True
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,None,1.25,True
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,<= 50 Meters,1.0,Calm,None,3.75,False
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Acadian Flycatcher,Empidonax virescens,178339.0,85824.0,ACFL,False,True,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,None,8.75,True
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,7.5 - 10 min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus brachyrhynchos,179731.0,87106.0,AMCR,False,False,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,None,8.75,False
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,True,Grassland,ANTI,5,May,Spring,8,Clear,50 - 100 Meters,2.0,Calm,None,1.25,True
ANTI,,,ANTI-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,2.5 - 5 min,Visualization,,True,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,22.4,80.7,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,False,False,Grassland,ANTI,5,May,Spring,8,Clear,nan,,Calm,None,3.75,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,50 - 100 Meters,2.0,Light Air,None,3.75,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,True
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Male,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,6.25,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,True
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,1.25,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,True
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,3.75,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,2.5 - 5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,3.75,True
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,8.75,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,7.5 - 10 min,Singing,<= 50 Meters,False,Male,Orchard Oriole,Icterus spurius,179064.0,93634.0,OROR,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,8.75,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,5 - 7.5 min,Visualization,<= 50 Meters,False,Female,Brown-headed Cowbird,Molothrus ater,179112.0,94215.0,BHCO,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,6.25,False
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Female,Blue Grosbeak,Guiraca caerulea,179145.0,94251.0,BLGR,False,True,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,8.75,True
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,7.5 - 10 min,Visualization,<= 50 Meters,False,Male,Blue Grosbeak,Guiraca caerulea,179145.0,94251.0,BLGR,False,True,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,False,Grassland,ANTI,5,May,Spring,9,Clear,<= 50 Meters,1.0,Light Air,None,8.75,True
ANTI,,,ANTI-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,30.3,43.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True,Grassland,ANTI,5,May,Spring,9,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,False
